"COL_NAME"	"CHAR_VAL"	"NUM_VAL"	"SHRTDESC"	"EXT_DESC"
"VWTNAM"	"WPURI"		"SAMP-PERS-URINE-DA"	"SAMPLING WT NAME-PERSONAL - URINE DATA"
"VWTNAM"	"WPVOC2"		"SAMP-PER-V2-VOCS"	"SAMPLING WT NAME-PERSONAL-VISIT 2 VOC DATA"
"VWTNAM"	"WPVOC3"		"SAMP-PER-V3-VOCS"	"SAMPLING WT NAME-PERSONAL-VISIT 3 VOC DATA"
"CWTNAM"	"WHAER"		"SAMP-HH-INDR-AIR-M"	"SAMPLING WT NAME-HOUSEHOLD-INDOOR AIR METALS DATA"
"CWTNAM"	"WHCOR0"		"SAMP-HH--VISIT-1/2/3"	"SAMPLING WT NAME-HOUSEHOLD - VISIT 1/2/3 CORE DATA"
"CWTNAM"	"WHCOR1"		"SAMP-HH-VISIT 1 CORE"	"SAMPLING WT NAME-HOUSEHOLD - VISIT 1 CORE DATA"
"CWTNAM"	"WHDUS0"		"SAMP-HH-OUT-AIR-M"	"SAMPLING WT NAME-HOUSEHOLD-OUTDOOR AIR METALS DATA"
"CWTNAM"	"WHOUTM"		"SAMP-HH-OUT-AIR-V"	"SAMPLING WT NAME-HOUSEHOLD-OUTDOOR AIR VOC DATA"
"CWTNAM"	"WHOUTV"		"SAMP-HH-V-1/2/3 VOCS"	"SAMPLING WT NAME-HOUSEHOLD-VISIT 1/2/3 VOCS"
"CWTNAM"	"WHVOC0"		"SAMP-HH-V-1/2/3 VOCS"	"SAMPLING WT NAME-HOUSEHOLD-VISIT 1/2/3 VOCS"
"CWTNAM"	"WPAER"		"SAMP-PERS-AIR-M"	"SAMPLING WT NAME-PERSONAL-AIR METALS DATA"
"CWTNAM"	"WPBLM"		"SAMP-PERS-BLOOD M"	"SAMPLING WT NAME-PERSONAL - BLOOD METALS"
"CWTNAM"	"WPBLV"		"SAMP-PERS-BLOOD-V"	"SAMPLING WT NAME-PERSONAL - BLOOD VOCS"
"CWTNAM"	"WPFOO"		"SAMP-PERS-FOOD-DATA"	"SAMPLING WT NAME-PERSONAL - FOOD DATA"
"CWTNAM"	"WPHAI"		"SAMP-PERS-HAIR-DATA"	"SAMPLING WT NAME-PERSONAL - HAIR DATA"
"CWTNAM"	"WPURI"		"SAMP-PERS-URINE-DATA"	"SAMPLING WT NAME-PERSONAL - URINE DATA"
"CWTNAM"	"WPVOC0"		"SAMP-PER-V-1/2/3VOCS"	"SAMPLING WT NAME-PERSONAL-VISIT 1/2/3 VOCS"
"AWTNAM"	"AWHAER"		"SAMP-HH-INDR-AIR-M"	"SAMPLING WT NAME-HOUSEHOLD-INDOOR AIR METALS DATA"
"AWTNAM"	"AWHCOR0"		"SAMP-HH--VISIT-1/2/3"	"SAMPLING WT NAME-HOUSEHOLD - VISIT 1/2/3 CORE DATA"
"AWTNAM"	"AWHCOR1"		"SAMP-HH-VISIT 1 CORE"	"SAMPLING WT NAME-HOUSEHOLD - VISIT 1 CORE DATA"
"AWTNAM"	"AWHOUTM"		"SAMP-HH-OUT-AIR-M"	"SAMPLING WT NAME-HOUSEHOLD-OUTDOOR AIR METALS DATA"
"AWTNAM"	"AWHOUTV"		"SAMP-HH-OUT-AIR-V"	"SAMPLING WT NAME-HOUSEHOLD-OUTDOOR AIR VOC DATA"
"AWTNAM"	"AWHVOC0"		"SAMP-HH-V-1/2/3 VOCS"	"SAMPLING WT NAME-HOUSEHOLD-VISIT 1/2/3 VOCS"
"AWTNAM"	"AWPAER"		"SAMP-PERS-AIR-M"	"SAMPLING WT NAME-PERSONAL-AIR METALS DATA"
"AWTNAM"	"AWPBLM"		"SAMP-PERS-BLOOD M"	"SAMPLING WT NAME-PERSONAL - BLOOD METALS"
"AWTNAM"	"AWPBLV"		"SAMP-PERS-BLOOD-V"	"SAMPLING WT NAME-PERSONAL - BLOOD VOCS"
"AWTNAM"	"AWPFOO"		"SAMP-PERS-FOOD-DATA"	"SAMPLING WT NAME-PERSONAL - FOOD DATA"
"AWTNAM"	"AWPHAI"		"SAMP-PERS-HAIR-DATA"	"SAMPLING WT NAME-PERSONAL - HAIR DATA"
"AWTNAM"	"AWPURI"		"SAMP-PERS-URINE-DATA"	"SAMPLING WT NAME-PERSONAL - URINE DATA"
"AWTNAM"	"AWPVOC0"		"SAMP-PER-V-1/2/3VOCS"	"SAMPLING WT NAME-PERSONAL-VISIT 1/2/3 VOCS"
"CIDV001"	"M001"		"Arsenic"	"Arsenic                           7440-38-2  (#211 in NHEXAS Region 5)"
"CIDV001"	"M002"		"Barium"	"Barium                           7440-39-3   (#212 in NHEXAS Region 5)"
"CIDV001"	"M003"		"Cadmium"	"Cadmium                       7440-43-9   (#213 in NHEXAS Region 5)"
"CIDV001"	"M004"		"Chromium"	"Chromium (Total)           7440-47-3   (#214 in NHEXAS Region 5)"
"CIDV001"	"M005"		"Copper"	"Copper                           7440-50-8  (#215 in NHEXAS Region 5)"
"CIDV001"	"M006"		"Lead"	"Lead                              7439-92-1  (#216 in NHEXAS Region 5)"
"CIDV001"	"M007"		"Manganese"	"Manganese                    7439-96-5  (#217 in NHEXAS Region 5)"
"CIDV001"	"M008"		"Nickel"	"Nickel                            7440-02-0  (#218 in NHEXAS Region 5)"
"CIDV001"	"M009"		"Selenium"	"Selenium                       7782-49-2  (#219 in NHEXAS Region 5)"
"CIDV001"	"M010"		"Vanadium"	"Vanadium                      7440-62-2  (#220 in NHEXAS Region 5)"
"CIDV001"	"M011"		"Zinc"	"Zinc                               7440-66-6  (#221 in NHEXAS Region 5)"
"CIDV001"	"M012"		"Mercury"	"Mercury                         7439-97-6  (#222 in NHEXAS Region 5)"
"CIDV001"	"V001"		"1,1,1-TCA"	"1,1,1-Trichloroethane       71-55-6 (#101 in NHEXAS Region 5)"
"CIDV001"	"V002"		"1,1,2,2-PCA"	"1,1,2,2-Tetrachloroethane 79-34-5 (#102 in NHEXAS Region 5)"
"CIDV001"	"V003"		"1,1,2-TCA"	"1,1,2-Trichloroethane       79-00-5 (#103 in NHEXAS Region 5)"
"CIDV001"	"V004"		"1,1-Dichloroethane"	"1,1-Dichloroethane          75-34-3 (#104 in NHEXAS Region 5)"
"CIDV001"	"V005"		"1,1-Dichloroethene"	"1,1-Dichloroethene          75-34-4 (#105 in NHEXAS Region 5)"
"CIDV001"	"V006"		"1,2-Dichlorobenzene"	"1,2-Dichlorobenzene        95-50-1 (#106 in NHEXAS Region 5)"
"CIDV001"	"V007"		"1,2-Dichloroethane"	"1,2-Dichloroethane        107-06-2 (#107 in NHEXAS Region 5)"
"CIDV001"	"V008"		"1,2-Dichloropropane"	"1,2-Dichloropropane        78-87-5 (#108 in NHEXAS Region 5)"
"CIDV001"	"V009"		"1,3-Dichlorobenzene"	"1,3-Dichlorobenzene      541-73-1 (#109 in NHEXAS Region 5)"
"CIDV001"	"V010"		"1,4-Dichlorobenzene"	"1,4-Dichlorobenzene      106-46-7 (#110 in NHEXAS Region 5)"
"CIDV001"	"V011"		"Benzene"	"Benzene                            71-43-2 (#111 in NHEXAS Region 5)"
"CIDV001"	"V012"		"Carbon Tetrachloride"	"Carbon Tetrachloride           56-23-5 (#112 in NHEXAS Region 5)"
"CIDV001"	"V013"		"Chlorobenzene"	"Chlorobenzene                  108-90-7 (#113 in NHEXAS Region 5)"
"CIDV001"	"V014"		"Chloroform"	"Chloroform                         67-66-3  (#114 in NHEXAS Region 5)"
"CIDV001"	"V015"		"Ethylbenzene"	"Ethylbenzene                    100-41-4 (#115 in NHEXAS Region 5)"
"CIDV001"	"V016"		"Methylene Chloride"	"Methylene Chloride            75-09-2   (#116 in NHEXAS Region 5)"
"CIDV001"	"V017"		"Styrene"	"Styrene                            100-42-5  (#117 in NHEXAS Region 5)"
"CIDV001"	"V018"		"Tetrachoroethylene"	"Tetrachoroethylene            127-18-4  (#118 in NHEXAS Region 5)"
"CIDV001"	"V019"		"Toluene"	"Toluene                            108-88-3  (#119 in NHEXAS Region 5)"
"CIDV001"	"V020"		"Trichloroethylene"	"Trichloroethylene               79-01-6   (#120 in NHEXAS Region 5)"
"CIDV001"	"V021"		"cis-1,2-Dichloroethe"	"cis-1,2-Dichloroethene       156-59-2 (#121 in NHEXAS Region 5)"
"CIDV001"	"V022"		"m,p-Xylene"	"m,p-Xylene m(108-38-3), p(106-42-3) (#122 in NHEXAS Region 5)"
"CIDV001"	"V023"		"o-Xylene"	"o-Xylene                           95-47-6    (#123 in NHEXAS Region 5)"
"CIDV001"	"XXXX"		"Not Applicable"	"Not applicable here- usually references a situation where the analyte was not part of the intended analysis"
"CIDV001"	"Z001"		"Particles"	"Particles                                         (#210 in NHEXAS Region 5)"
"CIDV001"	"Z002"		"Creatinine"	"Creatinine                       60-27-5 (#223 in NHEXAS Region 5)"
"CONCV001"	"-999"	-999	"SKIP PATTERN ERROR"	"SKIP PATTERN ERROR"
"CONCV001"	"-888"	-888	"INTERVIEWER ERROR"	"INTERVIEWER ERROR"
"CONCV001"	"-777"	-777	"REFUSAL"	"REFUSAL"
"CONCV001"	"-666"	-666	"INVALID MULTI RESP"	"INVALID MULTIPLE RESPONSE"
"CONCV001"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"CONCV001"	"-444"	-444	"DO NOT KNOW RESPONSE"	"DO NOT KNOW RESPONSE"
"CONCV001"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"CONCV001"	"-222"	-222	"BAD/ILLEGIBLE DATA"	"BAD/ILLEGIBLE DATA"
"DLCV001"	"-999"	-999	"SKIP PATTERN ERROR"	"SKIP PATTERN ERROR"
"DLCV001"	"-888"	-888	"INTERVIEWER ERROR"	"INTERVIEWER ERROR"
"DLCV001"	"-777"	-777	"REFUSAL"	"REFUSAL"
"DLCV001"	"-666"	-666	"INVALID MULTI RESP"	"INVALID MULTIPLE RESPONSE"
"DLCV001"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"DLCV001"	"-444"	-444	"DO NOT KNOW RESPONSE"	"DO NOT KNOW RESPONSE"
"DLCV001"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"DLCV001"	"-222"	-222	"BAD/ILLEGIBLE DATA"	"BAD/ILLEGIBLE DATA"
"USECV001"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"USECV001"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"USECV001"	"0"	0	"MEASUREMENT OKAY"	"MEASUREMENT OKAY"
"USECV001"	"1"	1	"SUSPECT, ACCEPTED"	"MEASUREMENT SUSPECT, BUT ACCEPTED"
"USECV001"	"2"	2	"MEASURE INVALID"	"MEASUREMENT INVALID"
"CMTCV001"	"??"		"MEAS QUAL-INDETRMNT"	"MEASUREMENT QUALITY INDETERMINATE"
"CMTCV001"	"AC"		"MEAS>UPPER CALIB PT"	"MEASUREMENT > UPPER CALIBRATION POINT"
"CMTCV001"	"BD"		"MEAS BELOW DL"	"MEASUREMENT BELOW DETECTION LIMIT"
"CMTCV001"	"FB"		"MEAS OK,IN ASSOC BLK"	"MEASUREMENT OKAY, ANALYTE IN ASSOC. BLK"
"CMTCV001"	"NA"		"MEASUREMENT NOTAVAIL"	"MEASUREMENT NOT AVAILABLE"
"CMTCV001"	"ND"		"MEAS NOT DETECTED"	"MEASUREMENT NOT DETECTED"
"CMTCV001"	"OK"		"MEASUREMENT OK"	"MEASUREMENT OKAY"
"CMTCV001"	"OS"		"MEAS BEYOND STD RNG"	"MEASUREMENT BEYOND STD. CALIBR. RANGE"
"CMTCV001"	"RI"		"MEAS OK,REJ ANALYSIS"	"MEASUREMENT OKAY, RE-INJECTION ANALYSIS"
"CMTCV001"	"XY"		"MEAS SUSPECT/INCONST"	"MEASUREMENT SUSPECT/INCONSISTENT"
"DFLCV001"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"DFLCV001"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"DFLCV001"	"0"	0	"NOT DETECTED"	"NOT DETECTED"
"DFLCV001"	"100"	100	"DETECTED"	"DETECTED"
"AN1CV001"	"-999"	-999	"SKIP PATTERN ERROR"	"SKIP PATTERN ERROR"
"AN1CV001"	"-888"	-888	"INTERVIEWER ERROR"	"INTERVIEWER ERROR"
"AN1CV001"	"-777"	-777	"REFUSAL"	"REFUSAL"
"AN1CV001"	"-666"	-666	"INVALID MULTI RESP"	"INVALID MULTIPLE RESPONSE"
"AN1CV001"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"AN1CV001"	"-444"	-444	"DO NOT KNOW RESPONSE"	"DO NOT KNOW RESPONSE"
"AN1CV001"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"AN1CV001"	"-222"	-222	"BAD/ILLEGIBLE DATA"	"BAD/ILLEGIBLE DATA"
"AN2CV001"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"AN2CV001"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"AN2CV001"	"0"	0	"NOT DETECTED"	"NOT DETECTED"
"AN2CV001"	"100"	100	"DETECTED"	"DETECTED"
"CIDV010"	"M001"		"Arsenic"	"Arsenic                           7440-38-2  (#211 in NHEXAS Region 5)"
"CIDV010"	"M002"		"Barium"	"Barium                           7440-39-3   (#212 in NHEXAS Region 5)"
"CIDV010"	"M003"		"Cadmium"	"Cadmium                       7440-43-9   (#213 in NHEXAS Region 5)"
"CIDV010"	"M004"		"Chromium"	"Chromium (Total)           7440-47-3   (#214 in NHEXAS Region 5)"
"CIDV010"	"M005"		"Copper"	"Copper                           7440-50-8  (#215 in NHEXAS Region 5)"
"CIDV010"	"M006"		"Lead"	"Lead                              7439-92-1  (#216 in NHEXAS Region 5)"
"CIDV010"	"M007"		"Manganese"	"Manganese                    7439-96-5  (#217 in NHEXAS Region 5)"
"CIDV010"	"M008"		"Nickel"	"Nickel                            7440-02-0  (#218 in NHEXAS Region 5)"
"CIDV010"	"M009"		"Selenium"	"Selenium                       7782-49-2  (#219 in NHEXAS Region 5)"
"CIDV010"	"M010"		"Vanadium"	"Vanadium                      7440-62-2  (#220 in NHEXAS Region 5)"
"CIDV010"	"M011"		"Zinc"	"Zinc                               7440-66-6  (#221 in NHEXAS Region 5)"
"CIDV010"	"M012"		"Mercury"	"Mercury                         7439-97-6  (#222 in NHEXAS Region 5)"
"CIDV010"	"V001"		"1,1,1-TCA"	"1,1,1-Trichloroethane       71-55-6 (#101 in NHEXAS Region 5)"
"CIDV010"	"V002"		"1,1,2,2-PCA"	"1,1,2,2-Tetrachloroethane 79-34-5 (#102 in NHEXAS Region 5)"
"CIDV010"	"V003"		"1,1,2-TCA"	"1,1,2-Trichloroethane       79-00-5 (#103 in NHEXAS Region 5)"
"CIDV010"	"V004"		"1,1-Dichloroethane"	"1,1-Dichloroethane          75-34-3 (#104 in NHEXAS Region 5)"
"CIDV010"	"V005"		"1,1-Dichloroethene"	"1,1-Dichloroethene          75-34-4 (#105 in NHEXAS Region 5)"
"CIDV010"	"V006"		"1,2-Dichlorobenzene"	"1,2-Dichlorobenzene        95-50-1 (#106 in NHEXAS Region 5)"
"CIDV010"	"V007"		"1,2-Dichloroethane"	"1,2-Dichloroethane        107-06-2 (#107 in NHEXAS Region 5)"
"CIDV010"	"V008"		"1,2-Dichloropropane"	"1,2-Dichloropropane        78-87-5 (#108 in NHEXAS Region 5)"
"CIDV010"	"V009"		"1,3-Dichlorobenzene"	"1,3-Dichlorobenzene      541-73-1 (#109 in NHEXAS Region 5)"
"CIDV010"	"V010"		"1,4-Dichlorobenzene"	"1,4-Dichlorobenzene      106-46-7 (#110 in NHEXAS Region 5)"
"CIDV010"	"V011"		"Benzene"	"Benzene                            71-43-2 (#111 in NHEXAS Region 5)"
"CIDV010"	"V012"		"Carbon Tetrachloride"	"Carbon Tetrachloride           56-23-5 (#112 in NHEXAS Region 5)"
"CIDV010"	"V013"		"Chlorobenzene"	"Chlorobenzene                  108-90-7 (#113 in NHEXAS Region 5)"
"CIDV010"	"V014"		"Chloroform"	"Chloroform                         67-66-3  (#114 in NHEXAS Region 5)"
"CIDV010"	"V015"		"Ethylbenzene"	"Ethylbenzene                    100-41-4 (#115 in NHEXAS Region 5)"
"CIDV010"	"V016"		"Methylene Chloride"	"Methylene Chloride            75-09-2   (#116 in NHEXAS Region 5)"
"CIDV010"	"V017"		"Styrene"	"Styrene                            100-42-5  (#117 in NHEXAS Region 5)"
"CIDV010"	"V018"		"Tetrachoroethylene"	"Tetrachoroethylene            127-18-4  (#118 in NHEXAS Region 5)"
"CIDV010"	"V019"		"Toluene"	"Toluene                            108-88-3  (#119 in NHEXAS Region 5)"
"CIDV010"	"V020"		"Trichloroethylene"	"Trichloroethylene               79-01-6   (#120 in NHEXAS Region 5)"
"CIDV010"	"V021"		"cis-1,2-Dichloroethe"	"cis-1,2-Dichloroethene       156-59-2 (#121 in NHEXAS Region 5)"
"CIDV010"	"V022"		"m,p-Xylene"	"m,p-Xylene m(108-38-3), p(106-42-3) (#122 in NHEXAS Region 5)"
"CIDV010"	"V023"		"o-Xylene"	"o-Xylene                           95-47-6    (#123 in NHEXAS Region 5)"
"CIDV010"	"XXXX"		"Not Applicable"	"Not applicable here- usually references a situation where the analyte was not part of the intended analysis"
"CIDV010"	"Z001"		"Particles"	"Particles                                         (#210 in NHEXAS Region 5)"
"CIDV010"	"Z002"		"Creatinine"	"Creatinine                       60-27-5 (#223 in NHEXAS Region 5)"
"CONCV010"	"-999"	-999	"SKIP PATTERN ERROR"	"SKIP PATTERN ERROR"
"CONCV010"	"-888"	-888	"INTERVIEWER ERROR"	"INTERVIEWER ERROR"
"CONCV010"	"-777"	-777	"REFUSAL"	"REFUSAL"
"CONCV010"	"-666"	-666	"INVALID MULTI RESP"	"INVALID MULTIPLE RESPONSE"
"CONCV010"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"CONCV010"	"-444"	-444	"DO NOT KNOW RESPONSE"	"DO NOT KNOW RESPONSE"
"CONCV010"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"CONCV010"	"-222"	-222	"BAD/ILLEGIBLE DATA"	"BAD/ILLEGIBLE DATA"
"DLCV010"	"-999"	-999	"SKIP PATTERN ERROR"	"SKIP PATTERN ERROR"
"DLCV010"	"-888"	-888	"INTERVIEWER ERROR"	"INTERVIEWER ERROR"
"DLCV010"	"-777"	-777	"REFUSAL"	"REFUSAL"
"DLCV010"	"-666"	-666	"INVALID MULTI RESP"	"INVALID MULTIPLE RESPONSE"
"DLCV010"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"DLCV010"	"-444"	-444	"DO NOT KNOW RESPONSE"	"DO NOT KNOW RESPONSE"
"DLCV010"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"DLCV010"	"-222"	-222	"BAD/ILLEGIBLE DATA"	"BAD/ILLEGIBLE DATA"
"USECV010"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"USECV010"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"USECV010"	"0"	0	"MEASUREMENT OKAY"	"MEASUREMENT OKAY"
"USECV010"	"1"	1	"SUSPECT, ACCEPTED"	"MEASUREMENT SUSPECT, BUT ACCEPTED"
"USECV010"	"2"	2	"MEASURE INVALID"	"MEASUREMENT INVALID"
"CMTCV010"	"??"		"MEAS QUAL-INDETRMNT"	"MEASUREMENT QUALITY INDETERMINATE"
"CMTCV010"	"AC"		"MEAS>UPPER CALIB PT"	"MEASUREMENT > UPPER CALIBRATION POINT"
"CMTCV010"	"BD"		"MEAS BELOW DL"	"MEASUREMENT BELOW DETECTION LIMIT"
"CMTCV010"	"FB"		"MEAS OK,IN ASSOC BLK"	"MEASUREMENT OKAY, ANALYTE IN ASSOC. BLK"
"CMTCV010"	"NA"		"MEASUREMENT NOTAVAIL"	"MEASUREMENT NOT AVAILABLE"
"CMTCV010"	"ND"		"MEAS NOT DETECTED"	"MEASUREMENT NOT DETECTED"
"CMTCV010"	"OK"		"MEASUREMENT OK"	"MEASUREMENT OKAY"
"CMTCV010"	"OS"		"MEAS BEYOND STD RNG"	"MEASUREMENT BEYOND STD. CALIBR. RANGE"
"CMTCV010"	"RI"		"MEAS OK,REJ ANALYSIS"	"MEASUREMENT OKAY, RE-INJECTION ANALYSIS"
"CMTCV010"	"XY"		"MEAS SUSPECT/INCONST"	"MEASUREMENT SUSPECT/INCONSISTENT"
"DFLCV010"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"DFLCV010"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"DFLCV010"	"0"	0	"NOT DETECTED"	"NOT DETECTED"
"DFLCV010"	"100"	100	"DETECTED"	"DETECTED"
"AN1CV010"	"-999"	-999	"SKIP PATTERN ERROR"	"SKIP PATTERN ERROR"
"AN1CV010"	"-888"	-888	"INTERVIEWER ERROR"	"INTERVIEWER ERROR"
"AN1CV010"	"-777"	-777	"REFUSAL"	"REFUSAL"
"AN1CV010"	"-666"	-666	"INVALID MULTI RESP"	"INVALID MULTIPLE RESPONSE"
"AN1CV010"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"AN1CV010"	"-444"	-444	"DO NOT KNOW RESPONSE"	"DO NOT KNOW RESPONSE"
"AN1CV010"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"AN1CV010"	"-222"	-222	"BAD/ILLEGIBLE DATA"	"BAD/ILLEGIBLE DATA"
"AN2CV010"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"AN2CV010"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"AN2CV010"	"0"	0	"NOT DETECTED"	"NOT DETECTED"
"AN2CV010"	"100"	100	"DETECTED"	"DETECTED"
"CIDV011"	"M001"		"Arsenic"	"Arsenic                           7440-38-2  (#211 in NHEXAS Region 5)"
"CIDV011"	"M002"		"Barium"	"Barium                           7440-39-3   (#212 in NHEXAS Region 5)"
"CIDV011"	"M003"		"Cadmium"	"Cadmium                       7440-43-9   (#213 in NHEXAS Region 5)"
"CIDV011"	"M004"		"Chromium"	"Chromium (Total)           7440-47-3   (#214 in NHEXAS Region 5)"
"CIDV011"	"M005"		"Copper"	"Copper                           7440-50-8  (#215 in NHEXAS Region 5)"
"CIDV011"	"M006"		"Lead"	"Lead                              7439-92-1  (#216 in NHEXAS Region 5)"
"CIDV011"	"M007"		"Manganese"	"Manganese                    7439-96-5  (#217 in NHEXAS Region 5)"
"CIDV011"	"M008"		"Nickel"	"Nickel                            7440-02-0  (#218 in NHEXAS Region 5)"
"CIDV011"	"M009"		"Selenium"	"Selenium                       7782-49-2  (#219 in NHEXAS Region 5)"
"CIDV011"	"M010"		"Vanadium"	"Vanadium                      7440-62-2  (#220 in NHEXAS Region 5)"
"CIDV011"	"M011"		"Zinc"	"Zinc                               7440-66-6  (#221 in NHEXAS Region 5)"
"CIDV011"	"M012"		"Mercury"	"Mercury                         7439-97-6  (#222 in NHEXAS Region 5)"
"CIDV011"	"V001"		"1,1,1-TCA"	"1,1,1-Trichloroethane       71-55-6 (#101 in NHEXAS Region 5)"
"CIDV011"	"V002"		"1,1,2,2-PCA"	"1,1,2,2-Tetrachloroethane 79-34-5 (#102 in NHEXAS Region 5)"
"CIDV011"	"V003"		"1,1,2-TCA"	"1,1,2-Trichloroethane       79-00-5 (#103 in NHEXAS Region 5)"
"CIDV011"	"V004"		"1,1-Dichloroethane"	"1,1-Dichloroethane          75-34-3 (#104 in NHEXAS Region 5)"
"CIDV011"	"V005"		"1,1-Dichloroethene"	"1,1-Dichloroethene          75-34-4 (#105 in NHEXAS Region 5)"
"CIDV011"	"V006"		"1,2-Dichlorobenzene"	"1,2-Dichlorobenzene        95-50-1 (#106 in NHEXAS Region 5)"
"CIDV011"	"V007"		"1,2-Dichloroethane"	"1,2-Dichloroethane        107-06-2 (#107 in NHEXAS Region 5)"
"CIDV011"	"V008"		"1,2-Dichloropropane"	"1,2-Dichloropropane        78-87-5 (#108 in NHEXAS Region 5)"
"CIDV011"	"V009"		"1,3-Dichlorobenzene"	"1,3-Dichlorobenzene      541-73-1 (#109 in NHEXAS Region 5)"
"CIDV011"	"V010"		"1,4-Dichlorobenzene"	"1,4-Dichlorobenzene      106-46-7 (#110 in NHEXAS Region 5)"
"CIDV011"	"V011"		"Benzene"	"Benzene                            71-43-2 (#111 in NHEXAS Region 5)"
"CIDV011"	"V012"		"Carbon Tetrachloride"	"Carbon Tetrachloride           56-23-5 (#112 in NHEXAS Region 5)"
"CIDV011"	"V013"		"Chlorobenzene"	"Chlorobenzene                  108-90-7 (#113 in NHEXAS Region 5)"
"CIDV011"	"V014"		"Chloroform"	"Chloroform                         67-66-3  (#114 in NHEXAS Region 5)"
"CIDV011"	"V015"		"Ethylbenzene"	"Ethylbenzene                    100-41-4 (#115 in NHEXAS Region 5)"
"CIDV011"	"V016"		"Methylene Chloride"	"Methylene Chloride            75-09-2   (#116 in NHEXAS Region 5)"
"CIDV011"	"V017"		"Styrene"	"Styrene                            100-42-5  (#117 in NHEXAS Region 5)"
"CIDV011"	"V018"		"Tetrachoroethylene"	"Tetrachoroethylene            127-18-4  (#118 in NHEXAS Region 5)"
"CIDV011"	"V019"		"Toluene"	"Toluene                            108-88-3  (#119 in NHEXAS Region 5)"
"CIDV011"	"V020"		"Trichloroethylene"	"Trichloroethylene               79-01-6   (#120 in NHEXAS Region 5)"
"CIDV011"	"V021"		"cis-1,2-Dichloroethe"	"cis-1,2-Dichloroethene       156-59-2 (#121 in NHEXAS Region 5)"
"CIDV011"	"V022"		"m,p-Xylene"	"m,p-Xylene m(108-38-3), p(106-42-3) (#122 in NHEXAS Region 5)"
"CIDV011"	"V023"		"o-Xylene"	"o-Xylene                           95-47-6    (#123 in NHEXAS Region 5)"
"CIDV011"	"XXXX"		"Not Applicable"	"Not applicable here- usually references a situation where the analyte was not part of the intended analysis"
"CIDV011"	"Z001"		"Particles"	"Particles                                         (#210 in NHEXAS Region 5)"
"CIDV011"	"Z002"		"Creatinine"	"Creatinine                       60-27-5 (#223 in NHEXAS Region 5)"
"CONCV011"	"-999"	-999	"SKIP PATTERN ERROR"	"SKIP PATTERN ERROR"
"CONCV011"	"-888"	-888	"INTERVIEWER ERROR"	"INTERVIEWER ERROR"
"CONCV011"	"-777"	-777	"REFUSAL"	"REFUSAL"
"CONCV011"	"-666"	-666	"INVALID MULTI RESP"	"INVALID MULTIPLE RESPONSE"
"CONCV011"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"CONCV011"	"-444"	-444	"DO NOT KNOW RESPONSE"	"DO NOT KNOW RESPONSE"
"CONCV011"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"CONCV011"	"-222"	-222	"BAD/ILLEGIBLE DATA"	"BAD/ILLEGIBLE DATA"
"DLCV011"	"-999"	-999	"SKIP PATTERN ERROR"	"SKIP PATTERN ERROR"
"DLCV011"	"-888"	-888	"INTERVIEWER ERROR"	"INTERVIEWER ERROR"
"DLCV011"	"-777"	-777	"REFUSAL"	"REFUSAL"
"DLCV011"	"-666"	-666	"INVALID MULTI RESP"	"INVALID MULTIPLE RESPONSE"
"DLCV011"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"DLCV011"	"-444"	-444	"DO NOT KNOW RESPONSE"	"DO NOT KNOW RESPONSE"
