"COL_NAME"	"CHAR_VAL"	"NUM_VAL"	"SHRTDESC"	"EXT_DESC"
"VWTNAM"	"WPURI"		"SAMP-PERS-URINE-DA"	"SAMPLING WT NAME-PERSONAL - URINE DATA"
"VWTNAM"	"WPVOC2"		"SAMP-PER-V2-VOCS"	"SAMPLING WT NAME-PERSONAL-VISIT 2 VOC DATA"
"VWTNAM"	"WPVOC3"		"SAMP-PER-V3-VOCS"	"SAMPLING WT NAME-PERSONAL-VISIT 3 VOC DATA"
"CWTNAM"	"WHAER"		"SAMP-HH-INDR-AIR-M"	"SAMPLING WT NAME-HOUSEHOLD-INDOOR AIR METALS DATA"
"CWTNAM"	"WHCOR0"		"SAMP-HH--VISIT-1/2/3"	"SAMPLING WT NAME-HOUSEHOLD - VISIT 1/2/3 CORE DATA"
"CWTNAM"	"WHCOR1"		"SAMP-HH-VISIT 1 CORE"	"SAMPLING WT NAME-HOUSEHOLD - VISIT 1 CORE DATA"
"CWTNAM"	"WHDUS0"		"SAMP-HH-OUT-AIR-M"	"SAMPLING WT NAME-HOUSEHOLD-OUTDOOR AIR METALS DATA"
"CWTNAM"	"WHOUTM"		"SAMP-HH-OUT-AIR-V"	"SAMPLING WT NAME-HOUSEHOLD-OUTDOOR AIR VOC DATA"
"CWTNAM"	"WHOUTV"		"SAMP-HH-V-1/2/3 VOCS"	"SAMPLING WT NAME-HOUSEHOLD-VISIT 1/2/3 VOCS"
"CWTNAM"	"WHVOC0"		"SAMP-HH-V-1/2/3 VOCS"	"SAMPLING WT NAME-HOUSEHOLD-VISIT 1/2/3 VOCS"
"CWTNAM"	"WPAER"		"SAMP-PERS-AIR-M"	"SAMPLING WT NAME-PERSONAL-AIR METALS DATA"
"CWTNAM"	"WPBLM"		"SAMP-PERS-BLOOD M"	"SAMPLING WT NAME-PERSONAL - BLOOD METALS"
"CWTNAM"	"WPBLV"		"SAMP-PERS-BLOOD-V"	"SAMPLING WT NAME-PERSONAL - BLOOD VOCS"
"CWTNAM"	"WPFOO"		"SAMP-PERS-FOOD-DATA"	"SAMPLING WT NAME-PERSONAL - FOOD DATA"
"CWTNAM"	"WPHAI"		"SAMP-PERS-HAIR-DATA"	"SAMPLING WT NAME-PERSONAL - HAIR DATA"
"CWTNAM"	"WPURI"		"SAMP-PERS-URINE-DATA"	"SAMPLING WT NAME-PERSONAL - URINE DATA"
"CWTNAM"	"WPVOC0"		"SAMP-PER-V-1/2/3VOCS"	"SAMPLING WT NAME-PERSONAL-VISIT 1/2/3 VOCS"
"AWTNAM"	"AWHAER"		"SAMP-HH-INDR-AIR-M"	"SAMPLING WT NAME-HOUSEHOLD-INDOOR AIR METALS DATA"
"AWTNAM"	"AWHCOR0"		"SAMP-HH--VISIT-1/2/3"	"SAMPLING WT NAME-HOUSEHOLD - VISIT 1/2/3 CORE DATA"
"AWTNAM"	"AWHCOR1"		"SAMP-HH-VISIT 1 CORE"	"SAMPLING WT NAME-HOUSEHOLD - VISIT 1 CORE DATA"
"AWTNAM"	"AWHOUTM"		"SAMP-HH-OUT-AIR-M"	"SAMPLING WT NAME-HOUSEHOLD-OUTDOOR AIR METALS DATA"
"AWTNAM"	"AWHOUTV"		"SAMP-HH-OUT-AIR-V"	"SAMPLING WT NAME-HOUSEHOLD-OUTDOOR AIR VOC DATA"
"AWTNAM"	"AWHVOC0"		"SAMP-HH-V-1/2/3 VOCS"	"SAMPLING WT NAME-HOUSEHOLD-VISIT 1/2/3 VOCS"
"AWTNAM"	"AWPAER"		"SAMP-PERS-AIR-M"	"SAMPLING WT NAME-PERSONAL-AIR METALS DATA"
"AWTNAM"	"AWPBLM"		"SAMP-PERS-BLOOD M"	"SAMPLING WT NAME-PERSONAL - BLOOD METALS"
"AWTNAM"	"AWPBLV"		"SAMP-PERS-BLOOD-V"	"SAMPLING WT NAME-PERSONAL - BLOOD VOCS"
"AWTNAM"	"AWPFOO"		"SAMP-PERS-FOOD-DATA"	"SAMPLING WT NAME-PERSONAL - FOOD DATA"
"AWTNAM"	"AWPHAI"		"SAMP-PERS-HAIR-DATA"	"SAMPLING WT NAME-PERSONAL - HAIR DATA"
"AWTNAM"	"AWPURI"		"SAMP-PERS-URINE-DATA"	"SAMPLING WT NAME-PERSONAL - URINE DATA"
"AWTNAM"	"AWPVOC0"		"SAMP-PER-V-1/2/3VOCS"	"SAMPLING WT NAME-PERSONAL-VISIT 1/2/3 VOCS"
"CIDM003"	"M001"		"Arsenic"	"Arsenic                           7440-38-2  (#211 in NHEXAS Region 5)"
"CIDM003"	"M002"		"Barium"	"Barium                           7440-39-3   (#212 in NHEXAS Region 5)"
"CIDM003"	"M003"		"Cadmium"	"Cadmium                       7440-43-9   (#213 in NHEXAS Region 5)"
"CIDM003"	"M004"		"Chromium"	"Chromium (Total)           7440-47-3   (#214 in NHEXAS Region 5)"
"CIDM003"	"M005"		"Copper"	"Copper                           7440-50-8  (#215 in NHEXAS Region 5)"
"CIDM003"	"M006"		"Lead"	"Lead                              7439-92-1  (#216 in NHEXAS Region 5)"
"CIDM003"	"M007"		"Manganese"	"Manganese                    7439-96-5  (#217 in NHEXAS Region 5)"
"CIDM003"	"M008"		"Nickel"	"Nickel                            7440-02-0  (#218 in NHEXAS Region 5)"
"CIDM003"	"M009"		"Selenium"	"Selenium                       7782-49-2  (#219 in NHEXAS Region 5)"
"CIDM003"	"M010"		"Vanadium"	"Vanadium                      7440-62-2  (#220 in NHEXAS Region 5)"
"CIDM003"	"M011"		"Zinc"	"Zinc                               7440-66-6  (#221 in NHEXAS Region 5)"
"CIDM003"	"M012"		"Mercury"	"Mercury                         7439-97-6  (#222 in NHEXAS Region 5)"
"CIDM003"	"V001"		"1,1,1-TCA"	"1,1,1-Trichloroethane       71-55-6 (#101 in NHEXAS Region 5)"
"CIDM003"	"V002"		"1,1,2,2-PCA"	"1,1,2,2-Tetrachloroethane 79-34-5 (#102 in NHEXAS Region 5)"
"CIDM003"	"V003"		"1,1,2-TCA"	"1,1,2-Trichloroethane       79-00-5 (#103 in NHEXAS Region 5)"
"CIDM003"	"V004"		"1,1-Dichloroethane"	"1,1-Dichloroethane          75-34-3 (#104 in NHEXAS Region 5)"
"CIDM003"	"V005"		"1,1-Dichloroethene"	"1,1-Dichloroethene          75-34-4 (#105 in NHEXAS Region 5)"
"CIDM003"	"V006"		"1,2-Dichlorobenzene"	"1,2-Dichlorobenzene        95-50-1 (#106 in NHEXAS Region 5)"
"CIDM003"	"V007"		"1,2-Dichloroethane"	"1,2-Dichloroethane        107-06-2 (#107 in NHEXAS Region 5)"
"CIDM003"	"V008"		"1,2-Dichloropropane"	"1,2-Dichloropropane        78-87-5 (#108 in NHEXAS Region 5)"
"CIDM003"	"V009"		"1,3-Dichlorobenzene"	"1,3-Dichlorobenzene      541-73-1 (#109 in NHEXAS Region 5)"
"CIDM003"	"V010"		"1,4-Dichlorobenzene"	"1,4-Dichlorobenzene      106-46-7 (#110 in NHEXAS Region 5)"
"CIDM003"	"V011"		"Benzene"	"Benzene                            71-43-2 (#111 in NHEXAS Region 5)"
"CIDM003"	"V012"		"Carbon Tetrachloride"	"Carbon Tetrachloride           56-23-5 (#112 in NHEXAS Region 5)"
"CIDM003"	"V013"		"Chlorobenzene"	"Chlorobenzene                  108-90-7 (#113 in NHEXAS Region 5)"
"CIDM003"	"V014"		"Chloroform"	"Chloroform                         67-66-3  (#114 in NHEXAS Region 5)"
"CIDM003"	"V015"		"Ethylbenzene"	"Ethylbenzene                    100-41-4 (#115 in NHEXAS Region 5)"
"CIDM003"	"V016"		"Methylene Chloride"	"Methylene Chloride            75-09-2   (#116 in NHEXAS Region 5)"
"CIDM003"	"V017"		"Styrene"	"Styrene                            100-42-5  (#117 in NHEXAS Region 5)"
"CIDM003"	"V018"		"Tetrachoroethylene"	"Tetrachoroethylene            127-18-4  (#118 in NHEXAS Region 5)"
"CIDM003"	"V019"		"Toluene"	"Toluene                            108-88-3  (#119 in NHEXAS Region 5)"
"CIDM003"	"V020"		"Trichloroethylene"	"Trichloroethylene               79-01-6   (#120 in NHEXAS Region 5)"
"CIDM003"	"V021"		"cis-1,2-Dichloroethe"	"cis-1,2-Dichloroethene       156-59-2 (#121 in NHEXAS Region 5)"
"CIDM003"	"V022"		"m,p-Xylene"	"m,p-Xylene m(108-38-3), p(106-42-3) (#122 in NHEXAS Region 5)"
"CIDM003"	"V023"		"o-Xylene"	"o-Xylene                           95-47-6    (#123 in NHEXAS Region 5)"
"CIDM003"	"XXXX"		"Not Applicable"	"Not applicable here- usually references a situation where the analyte was not part of the intended analysis"
"CIDM003"	"Z001"		"Particles"	"Particles                                         (#210 in NHEXAS Region 5)"
"CIDM003"	"Z002"		"Creatinine"	"Creatinine                       60-27-5 (#223 in NHEXAS Region 5)"
"CONCM003"	"-999"	-999	"SKIP PATTERN ERROR"	"SKIP PATTERN ERROR"
"CONCM003"	"-888"	-888	"INTERVIEWER ERROR"	"INTERVIEWER ERROR"
"CONCM003"	"-777"	-777	"REFUSAL"	"REFUSAL"
"CONCM003"	"-666"	-666	"INVALID MULTI RESP"	"INVALID MULTIPLE RESPONSE"
"CONCM003"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"CONCM003"	"-444"	-444	"DO NOT KNOW RESPONSE"	"DO NOT KNOW RESPONSE"
"CONCM003"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"CONCM003"	"-222"	-222	"BAD/ILLEGIBLE DATA"	"BAD/ILLEGIBLE DATA"
"DLCM003"	"-999"	-999	"SKIP PATTERN ERROR"	"SKIP PATTERN ERROR"
"DLCM003"	"-888"	-888	"INTERVIEWER ERROR"	"INTERVIEWER ERROR"
"DLCM003"	"-777"	-777	"REFUSAL"	"REFUSAL"
"DLCM003"	"-666"	-666	"INVALID MULTI RESP"	"INVALID MULTIPLE RESPONSE"
"DLCM003"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"DLCM003"	"-444"	-444	"DO NOT KNOW RESPONSE"	"DO NOT KNOW RESPONSE"
"DLCM003"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"DLCM003"	"-222"	-222	"BAD/ILLEGIBLE DATA"	"BAD/ILLEGIBLE DATA"
"USECM003"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"USECM003"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"USECM003"	"0"	0	"MEASUREMENT OKAY"	"MEASUREMENT OKAY"
"USECM003"	"1"	1	"SUSPECT, ACCEPTED"	"MEASUREMENT SUSPECT, BUT ACCEPTED"
"USECM003"	"2"	2	"MEASURE INVALID"	"MEASUREMENT INVALID"
"CMTCM003"	"??"		"MEAS QUAL-INDETRMNT"	"MEASUREMENT QUALITY INDETERMINATE"
"CMTCM003"	"AC"		"MEAS>UPPER CALIB PT"	"MEASUREMENT > UPPER CALIBRATION POINT"
"CMTCM003"	"BD"		"MEAS BELOW DL"	"MEASUREMENT BELOW DETECTION LIMIT"
"CMTCM003"	"FB"		"MEAS OK,IN ASSOC BLK"	"MEASUREMENT OKAY, ANALYTE IN ASSOC. BLK"
"CMTCM003"	"NA"		"MEASUREMENT NOTAVAIL"	"MEASUREMENT NOT AVAILABLE"
"CMTCM003"	"ND"		"MEAS NOT DETECTED"	"MEASUREMENT NOT DETECTED"
"CMTCM003"	"OK"		"MEASUREMENT OK"	"MEASUREMENT OKAY"
"CMTCM003"	"OS"		"MEAS BEYOND STD RNG"	"MEASUREMENT BEYOND STD. CALIBR. RANGE"
"CMTCM003"	"RI"		"MEAS OK,REJ ANALYSIS"	"MEASUREMENT OKAY, RE-INJECTION ANALYSIS"
"CMTCM003"	"XY"		"MEAS SUSPECT/INCONST"	"MEASUREMENT SUSPECT/INCONSISTENT"
"DFLCM003"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"DFLCM003"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"DFLCM003"	"0"	0	"NOT DETECTED"	"NOT DETECTED"
"DFLCM003"	"100"	100	"DETECTED"	"DETECTED"
"AN1CM003"	"-999"	-999	"SKIP PATTERN ERROR"	"SKIP PATTERN ERROR"
"AN1CM003"	"-888"	-888	"INTERVIEWER ERROR"	"INTERVIEWER ERROR"
"AN1CM003"	"-777"	-777	"REFUSAL"	"REFUSAL"
"AN1CM003"	"-666"	-666	"INVALID MULTI RESP"	"INVALID MULTIPLE RESPONSE"
"AN1CM003"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"AN1CM003"	"-444"	-444	"DO NOT KNOW RESPONSE"	"DO NOT KNOW RESPONSE"
"AN1CM003"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"AN1CM003"	"-222"	-222	"BAD/ILLEGIBLE DATA"	"BAD/ILLEGIBLE DATA"
"AN2CM003"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"AN2CM003"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"AN2CM003"	"0"	0	"NOT DETECTED"	"NOT DETECTED"
"AN2CM003"	"100"	100	"DETECTED"	"DETECTED"
"CIDM006"	"M001"		"Arsenic"	"Arsenic                           7440-38-2  (#211 in NHEXAS Region 5)"
"CIDM006"	"M002"		"Barium"	"Barium                           7440-39-3   (#212 in NHEXAS Region 5)"
"CIDM006"	"M003"		"Cadmium"	"Cadmium                       7440-43-9   (#213 in NHEXAS Region 5)"
"CIDM006"	"M004"		"Chromium"	"Chromium (Total)           7440-47-3   (#214 in NHEXAS Region 5)"
"CIDM006"	"M005"		"Copper"	"Copper                           7440-50-8  (#215 in NHEXAS Region 5)"
"CIDM006"	"M006"		"Lead"	"Lead                              7439-92-1  (#216 in NHEXAS Region 5)"
"CIDM006"	"M007"		"Manganese"	"Manganese                    7439-96-5  (#217 in NHEXAS Region 5)"
"CIDM006"	"M008"		"Nickel"	"Nickel                            7440-02-0  (#218 in NHEXAS Region 5)"
"CIDM006"	"M009"		"Selenium"	"Selenium                       7782-49-2  (#219 in NHEXAS Region 5)"
"CIDM006"	"M010"		"Vanadium"	"Vanadium                      7440-62-2  (#220 in NHEXAS Region 5)"
"CIDM006"	"M011"		"Zinc"	"Zinc                               7440-66-6  (#221 in NHEXAS Region 5)"
"CIDM006"	"M012"		"Mercury"	"Mercury                         7439-97-6  (#222 in NHEXAS Region 5)"
"CIDM006"	"V001"		"1,1,1-TCA"	"1,1,1-Trichloroethane       71-55-6 (#101 in NHEXAS Region 5)"
"CIDM006"	"V002"		"1,1,2,2-PCA"	"1,1,2,2-Tetrachloroethane 79-34-5 (#102 in NHEXAS Region 5)"
"CIDM006"	"V003"		"1,1,2-TCA"	"1,1,2-Trichloroethane       79-00-5 (#103 in NHEXAS Region 5)"
"CIDM006"	"V004"		"1,1-Dichloroethane"	"1,1-Dichloroethane          75-34-3 (#104 in NHEXAS Region 5)"
"CIDM006"	"V005"		"1,1-Dichloroethene"	"1,1-Dichloroethene          75-34-4 (#105 in NHEXAS Region 5)"
"CIDM006"	"V006"		"1,2-Dichlorobenzene"	"1,2-Dichlorobenzene        95-50-1 (#106 in NHEXAS Region 5)"
"CIDM006"	"V007"		"1,2-Dichloroethane"	"1,2-Dichloroethane        107-06-2 (#107 in NHEXAS Region 5)"
"CIDM006"	"V008"		"1,2-Dichloropropane"	"1,2-Dichloropropane        78-87-5 (#108 in NHEXAS Region 5)"
"CIDM006"	"V009"		"1,3-Dichlorobenzene"	"1,3-Dichlorobenzene      541-73-1 (#109 in NHEXAS Region 5)"
"CIDM006"	"V010"		"1,4-Dichlorobenzene"	"1,4-Dichlorobenzene      106-46-7 (#110 in NHEXAS Region 5)"
"CIDM006"	"V011"		"Benzene"	"Benzene                            71-43-2 (#111 in NHEXAS Region 5)"
"CIDM006"	"V012"		"Carbon Tetrachloride"	"Carbon Tetrachloride           56-23-5 (#112 in NHEXAS Region 5)"
"CIDM006"	"V013"		"Chlorobenzene"	"Chlorobenzene                  108-90-7 (#113 in NHEXAS Region 5)"
"CIDM006"	"V014"		"Chloroform"	"Chloroform                         67-66-3  (#114 in NHEXAS Region 5)"
"CIDM006"	"V015"		"Ethylbenzene"	"Ethylbenzene                    100-41-4 (#115 in NHEXAS Region 5)"
"CIDM006"	"V016"		"Methylene Chloride"	"Methylene Chloride            75-09-2   (#116 in NHEXAS Region 5)"
"CIDM006"	"V017"		"Styrene"	"Styrene                            100-42-5  (#117 in NHEXAS Region 5)"
"CIDM006"	"V018"		"Tetrachoroethylene"	"Tetrachoroethylene            127-18-4  (#118 in NHEXAS Region 5)"
"CIDM006"	"V019"		"Toluene"	"Toluene                            108-88-3  (#119 in NHEXAS Region 5)"
"CIDM006"	"V020"		"Trichloroethylene"	"Trichloroethylene               79-01-6   (#120 in NHEXAS Region 5)"
"CIDM006"	"V021"		"cis-1,2-Dichloroethe"	"cis-1,2-Dichloroethene       156-59-2 (#121 in NHEXAS Region 5)"
"CIDM006"	"V022"		"m,p-Xylene"	"m,p-Xylene m(108-38-3), p(106-42-3) (#122 in NHEXAS Region 5)"
"CIDM006"	"V023"		"o-Xylene"	"o-Xylene                           95-47-6    (#123 in NHEXAS Region 5)"
"CIDM006"	"XXXX"		"Not Applicable"	"Not applicable here- usually references a situation where the analyte was not part of the intended analysis"
"CIDM006"	"Z001"		"Particles"	"Particles                                         (#210 in NHEXAS Region 5)"
"CIDM006"	"Z002"		"Creatinine"	"Creatinine                       60-27-5 (#223 in NHEXAS Region 5)"
"CONCM006"	"-999"	-999	"SKIP PATTERN ERROR"	"SKIP PATTERN ERROR"
"CONCM006"	"-888"	-888	"INTERVIEWER ERROR"	"INTERVIEWER ERROR"
"CONCM006"	"-777"	-777	"REFUSAL"	"REFUSAL"
"CONCM006"	"-666"	-666	"INVALID MULTI RESP"	"INVALID MULTIPLE RESPONSE"
"CONCM006"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"CONCM006"	"-444"	-444	"DO NOT KNOW RESPONSE"	"DO NOT KNOW RESPONSE"
"CONCM006"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"CONCM006"	"-222"	-222	"BAD/ILLEGIBLE DATA"	"BAD/ILLEGIBLE DATA"
"DLCM006"	"-999"	-999	"SKIP PATTERN ERROR"	"SKIP PATTERN ERROR"
"DLCM006"	"-888"	-888	"INTERVIEWER ERROR"	"INTERVIEWER ERROR"
"DLCM006"	"-777"	-777	"REFUSAL"	"REFUSAL"
"DLCM006"	"-666"	-666	"INVALID MULTI RESP"	"INVALID MULTIPLE RESPONSE"
"DLCM006"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"DLCM006"	"-444"	-444	"DO NOT KNOW RESPONSE"	"DO NOT KNOW RESPONSE"
"DLCM006"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"DLCM006"	"-222"	-222	"BAD/ILLEGIBLE DATA"	"BAD/ILLEGIBLE DATA"
"USECM006"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"USECM006"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"USECM006"	"0"	0	"MEASUREMENT OKAY"	"MEASUREMENT OKAY"
"USECM006"	"1"	1	"SUSPECT, ACCEPTED"	"MEASUREMENT SUSPECT, BUT ACCEPTED"
"USECM006"	"2"	2	"MEASURE INVALID"	"MEASUREMENT INVALID"
"CMTCM006"	"??"		"MEAS QUAL-INDETRMNT"	"MEASUREMENT QUALITY INDETERMINATE"
"CMTCM006"	"AC"		"MEAS>UPPER CALIB PT"	"MEASUREMENT > UPPER CALIBRATION POINT"
"CMTCM006"	"BD"		"MEAS BELOW DL"	"MEASUREMENT BELOW DETECTION LIMIT"
"CMTCM006"	"FB"		"MEAS OK,IN ASSOC BLK"	"MEASUREMENT OKAY, ANALYTE IN ASSOC. BLK"
"CMTCM006"	"NA"		"MEASUREMENT NOTAVAIL"	"MEASUREMENT NOT AVAILABLE"
"CMTCM006"	"ND"		"MEAS NOT DETECTED"	"MEASUREMENT NOT DETECTED"
"CMTCM006"	"OK"		"MEASUREMENT OK"	"MEASUREMENT OKAY"
"CMTCM006"	"OS"		"MEAS BEYOND STD RNG"	"MEASUREMENT BEYOND STD. CALIBR. RANGE"
"CMTCM006"	"RI"		"MEAS OK,REJ ANALYSIS"	"MEASUREMENT OKAY, RE-INJECTION ANALYSIS"
"CMTCM006"	"XY"		"MEAS SUSPECT/INCONST"	"MEASUREMENT SUSPECT/INCONSISTENT"
"DFLCM006"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"DFLCM006"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"DFLCM006"	"0"	0	"NOT DETECTED"	"NOT DETECTED"
"DFLCM006"	"100"	100	"DETECTED"	"DETECTED"
"AN1CM006"	"-999"	-999	"SKIP PATTERN ERROR"	"SKIP PATTERN ERROR"
"AN1CM006"	"-888"	-888	"INTERVIEWER ERROR"	"INTERVIEWER ERROR"
"AN1CM006"	"-777"	-777	"REFUSAL"	"REFUSAL"
"AN1CM006"	"-666"	-666	"INVALID MULTI RESP"	"INVALID MULTIPLE RESPONSE"
"AN1CM006"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"AN1CM006"	"-444"	-444	"DO NOT KNOW RESPONSE"	"DO NOT KNOW RESPONSE"
"AN1CM006"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"AN1CM006"	"-222"	-222	"BAD/ILLEGIBLE DATA"	"BAD/ILLEGIBLE DATA"
"AN2CM006"	"-555"	-555	"MISSING,UNSP REASON"	"MISSING, UNSPECIFIED REASON"
"AN2CM006"	"-333"	-333	"NOT APPLICABLE"	"NOT APPLICABLE"
"AN2CM006"	"0"	0	"NOT DETECTED"	"NOT DETECTED"
"AN2CM006"	"100"	100	"DETECTED"	"DETECTED"
